"Confidence"	"Date"	"geogcode"	"variable"	"value type"	"value"	"flag"
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E08000022"	"% aged 16-64 who are self employed"	"Numerator"	6100	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E08000022"	"% aged 16-64 who are self employed"	"Denominator"	127200	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E08000022"	"% aged 16-64 who are self employed"	"Percent"	4.8	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E08000022"	"% aged 16-64 who are self employed"	"Conf"	2.0	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E08000022"	"Unemployment rate - aged 16-64"	"Numerator"	5000	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E08000022"	"Unemployment rate - aged 16-64"	"Denominator"	93100	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E08000022"	"Unemployment rate - aged 16-64"	"Percent"	5.3	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E08000022"	"Unemployment rate - aged 16-64"	"Conf"	2.5	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E08000022"	"% with RQF4+ - aged 16-64"	"Numerator"	53000	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E08000022"	"% with RQF4+ - aged 16-64"	"Denominator"	118800	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E08000022"	"% with RQF4+ - aged 16-64"	"Percent"	44.6	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E08000022"	"% with RQF4+ - aged 16-64"	"Conf"	4.9	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E08000022"	"% with RQF3+ - aged 16-64"	"Numerator"	72900	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E08000022"	"% with RQF3+ - aged 16-64"	"Denominator"	118800	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E08000022"	"% with RQF3+ - aged 16-64"	"Percent"	61.4	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E08000022"	"% with RQF3+ - aged 16-64"	"Conf"	4.8	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E08000022"	"% with RQF2+ - aged 16-64"	"Numerator"	94600	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E08000022"	"% with RQF2+ - aged 16-64"	"Denominator"	118800	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E08000022"	"% with RQF2+ - aged 16-64"	"Percent"	79.7	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E08000022"	"% with RQF2+ - aged 16-64"	"Conf"	4.0	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E08000022"	"% with RQF1+ - aged 16-64"	"Numerator"	99600	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E08000022"	"% with RQF1+ - aged 16-64"	"Denominator"	118800	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E08000022"	"% with RQF1+ - aged 16-64"	"Percent"	83.8	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E08000022"	"% with RQF1+ - aged 16-64"	"Conf"	3.6	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E08000023"	"% aged 16-64 who are self employed"	"Numerator"	6200	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E08000023"	"% aged 16-64 who are self employed"	"Denominator"	91300	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E08000023"	"% aged 16-64 who are self employed"	"Percent"	6.8	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E08000023"	"% aged 16-64 who are self employed"	"Conf"	2.2	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E08000023"	"Unemployment rate - aged 16-64"	"Numerator"	4100	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E08000023"	"Unemployment rate - aged 16-64"	"Denominator"	63300	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E08000023"	"Unemployment rate - aged 16-64"	"Percent"	6.4	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E08000023"	"Unemployment rate - aged 16-64"	"Conf"	2.5	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E08000023"	"% with RQF4+ - aged 16-64"	"Numerator"	29900	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E08000023"	"% with RQF4+ - aged 16-64"	"Denominator"	85100	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E08000023"	"% with RQF4+ - aged 16-64"	"Percent"	35.2	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E08000023"	"% with RQF4+ - aged 16-64"	"Conf"	4.3	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E08000023"	"% with RQF3+ - aged 16-64"	"Numerator"	50000	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E08000023"	"% with RQF3+ - aged 16-64"	"Denominator"	85100	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E08000023"	"% with RQF3+ - aged 16-64"	"Percent"	58.7	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E08000023"	"% with RQF3+ - aged 16-64"	"Conf"	4.4	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E08000023"	"% with RQF2+ - aged 16-64"	"Numerator"	69300	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E08000023"	"% with RQF2+ - aged 16-64"	"Denominator"	85100	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E08000023"	"% with RQF2+ - aged 16-64"	"Percent"	81.4	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E08000023"	"% with RQF2+ - aged 16-64"	"Conf"	3.5	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E08000023"	"% with RQF1+ - aged 16-64"	"Numerator"	74400	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E08000023"	"% with RQF1+ - aged 16-64"	"Denominator"	85100	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E08000023"	"% with RQF1+ - aged 16-64"	"Percent"	87.4	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E08000023"	"% with RQF1+ - aged 16-64"	"Conf"	3.0	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E08000024"	"% aged 16-64 who are self employed"	"Numerator"	12600	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E08000024"	"% aged 16-64 who are self employed"	"Denominator"	171700	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E08000024"	"% aged 16-64 who are self employed"	"Percent"	7.3	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E08000024"	"% aged 16-64 who are self employed"	"Conf"	2.2	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E08000024"	"Unemployment rate - aged 16-64"	"Numerator"	5600	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E08000024"	"Unemployment rate - aged 16-64"	"Denominator"	133800	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E08000024"	"Unemployment rate - aged 16-64"	"Percent"	4.2	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E08000024"	"Unemployment rate - aged 16-64"	"Conf"	1.9	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E08000024"	"% with RQF4+ - aged 16-64"	"Numerator"	54900	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E08000024"	"% with RQF4+ - aged 16-64"	"Denominator"	150100	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E08000024"	"% with RQF4+ - aged 16-64"	"Percent"	36.6	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E08000024"	"% with RQF4+ - aged 16-64"	"Conf"	4.4	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E08000024"	"% with RQF3+ - aged 16-64"	"Numerator"	96100	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E08000024"	"% with RQF3+ - aged 16-64"	"Denominator"	150100	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E08000024"	"% with RQF3+ - aged 16-64"	"Percent"	64.0	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E08000024"	"% with RQF3+ - aged 16-64"	"Conf"	4.3	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E08000024"	"% with RQF2+ - aged 16-64"	"Numerator"	128500	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E08000024"	"% with RQF2+ - aged 16-64"	"Denominator"	150100	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E08000024"	"% with RQF2+ - aged 16-64"	"Percent"	85.6	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E08000024"	"% with RQF2+ - aged 16-64"	"Conf"	3.2	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E08000024"	"% with RQF1+ - aged 16-64"	"Numerator"	135300	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E08000024"	"% with RQF1+ - aged 16-64"	"Denominator"	150100	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E08000024"	"% with RQF1+ - aged 16-64"	"Percent"	90.2	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E08000024"	"% with RQF1+ - aged 16-64"	"Conf"	2.7	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E08000037"	"% aged 16-64 who are self employed"	"Numerator"	8300	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E08000037"	"% aged 16-64 who are self employed"	"Denominator"	130400	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E08000037"	"% aged 16-64 who are self employed"	"Percent"	6.4	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E08000037"	"% aged 16-64 who are self employed"	"Conf"	2.4	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E08000037"	"Unemployment rate - aged 16-64"	"Numerator"	4800	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E08000037"	"Unemployment rate - aged 16-64"	"Denominator"	103400	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E08000037"	"Unemployment rate - aged 16-64"	"Percent"	4.6	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E08000037"	"Unemployment rate - aged 16-64"	"Conf"	2.3	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E08000037"	"% with RQF4+ - aged 16-64"	"Numerator"	47300	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E08000037"	"% with RQF4+ - aged 16-64"	"Denominator"	125600	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E08000037"	"% with RQF4+ - aged 16-64"	"Percent"	37.7	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E08000037"	"% with RQF4+ - aged 16-64"	"Conf"	4.8	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E08000037"	"% with RQF3+ - aged 16-64"	"Numerator"	82200	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E08000037"	"% with RQF3+ - aged 16-64"	"Denominator"	125600	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E08000037"	"% with RQF3+ - aged 16-64"	"Percent"	65.5	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E08000037"	"% with RQF3+ - aged 16-64"	"Conf"	4.7	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E08000037"	"% with RQF2+ - aged 16-64"	"Numerator"	107800	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E08000037"	"% with RQF2+ - aged 16-64"	"Denominator"	125600	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E08000037"	"% with RQF2+ - aged 16-64"	"Percent"	85.8	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E08000037"	"% with RQF2+ - aged 16-64"	"Conf"	3.5	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E08000037"	"% with RQF1+ - aged 16-64"	"Numerator"	109600	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E08000037"	"% with RQF1+ - aged 16-64"	"Denominator"	125600	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E08000037"	"% with RQF1+ - aged 16-64"	"Percent"	87.3	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E08000037"	"% with RQF1+ - aged 16-64"	"Conf"	3.3	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E06000006"	"% aged 16-64 who are self employed"	"Numerator"	4400	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E06000006"	"% aged 16-64 who are self employed"	"Denominator"	77600	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E06000006"	"% aged 16-64 who are self employed"	"Percent"	5.7	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E06000006"	"% aged 16-64 who are self employed"	"Conf"	2.9	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E06000006"	"Unemployment rate - aged 16-64"	"Numerator"	2400	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E06000006"	"Unemployment rate - aged 16-64"	"Denominator"	56100	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E06000006"	"Unemployment rate - aged 16-64"	"Percent"	4.3	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E06000006"	"Unemployment rate - aged 16-64"	"Conf"	*	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E06000006"	"% with RQF4+ - aged 16-64"	"Numerator"	25700	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E06000006"	"% with RQF4+ - aged 16-64"	"Denominator"	75200	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E06000006"	"% with RQF4+ - aged 16-64"	"Percent"	34.1	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E06000006"	"% with RQF4+ - aged 16-64"	"Conf"	6.1	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E06000006"	"% with RQF3+ - aged 16-64"	"Numerator"	39700	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E06000006"	"% with RQF3+ - aged 16-64"	"Denominator"	75200	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E06000006"	"% with RQF3+ - aged 16-64"	"Percent"	52.8	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E06000006"	"% with RQF3+ - aged 16-64"	"Conf"	6.4	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E06000006"	"% with RQF2+ - aged 16-64"	"Numerator"	63200	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E06000006"	"% with RQF2+ - aged 16-64"	"Denominator"	75200	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E06000006"	"% with RQF2+ - aged 16-64"	"Percent"	84.0	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E06000006"	"% with RQF2+ - aged 16-64"	"Conf"	4.7	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E06000006"	"% with RQF1+ - aged 16-64"	"Numerator"	65300	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E06000006"	"% with RQF1+ - aged 16-64"	"Denominator"	75200	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E06000006"	"% with RQF1+ - aged 16-64"	"Percent"	86.9	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E06000006"	"% with RQF1+ - aged 16-64"	"Conf"	4.3	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E06000007"	"% aged 16-64 who are self employed"	"Numerator"	9000	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E06000007"	"% aged 16-64 who are self employed"	"Denominator"	132400	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E06000007"	"% aged 16-64 who are self employed"	"Percent"	6.8	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E06000007"	"% aged 16-64 who are self employed"	"Conf"	3.1	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E06000007"	"Unemployment rate - aged 16-64"	"Numerator"	!	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E06000007"	"Unemployment rate - aged 16-64"	"Denominator"	96500	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E06000007"	"Unemployment rate - aged 16-64"	"Percent"	!	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E06000007"	"Unemployment rate - aged 16-64"	"Conf"	!	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E06000007"	"% with RQF4+ - aged 16-64"	"Numerator"	53500	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E06000007"	"% with RQF4+ - aged 16-64"	"Denominator"	130000	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E06000007"	"% with RQF4+ - aged 16-64"	"Percent"	41.1	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E06000007"	"% with RQF4+ - aged 16-64"	"Conf"	6.1	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E06000007"	"% with RQF3+ - aged 16-64"	"Numerator"	82400	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E06000007"	"% with RQF3+ - aged 16-64"	"Denominator"	130000	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E06000007"	"% with RQF3+ - aged 16-64"	"Percent"	63.4	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E06000007"	"% with RQF3+ - aged 16-64"	"Conf"	6.0	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E06000007"	"% with RQF2+ - aged 16-64"	"Numerator"	106700	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E06000007"	"% with RQF2+ - aged 16-64"	"Denominator"	130000	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E06000007"	"% with RQF2+ - aged 16-64"	"Percent"	82.1	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E06000007"	"% with RQF2+ - aged 16-64"	"Conf"	4.8	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E06000007"	"% with RQF1+ - aged 16-64"	"Numerator"	108600	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E06000007"	"% with RQF1+ - aged 16-64"	"Denominator"	130000	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E06000007"	"% with RQF1+ - aged 16-64"	"Percent"	83.5	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E06000007"	"% with RQF1+ - aged 16-64"	"Conf"	4.6	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E06000008"	"% aged 16-64 who are self employed"	"Numerator"	6500	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E06000008"	"% aged 16-64 who are self employed"	"Denominator"	91500	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E06000008"	"% aged 16-64 who are self employed"	"Percent"	7.1	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E06000008"	"% aged 16-64 who are self employed"	"Conf"	2.4	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E06000008"	"Unemployment rate - aged 16-64"	"Numerator"	2900	""
"95% confidence interval of percent figure (+/-)"	"Jan 2024-Dec 2024"	"E06000008"	"Unemployment rate - aged 16-64"	"Denominator"	64400	""
