"Population"	"Units"	"Date"	"geogcode"	"Industry (current)"	"value type"	"value"	"flag"
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E06000047"	"G: Wholesale and retail trade; repair of motor vehicles and motorcycles"	"%"	14.7	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E06000047"	"H: Transport and storage"	"number"	10228	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E06000047"	"H: Transport and storage"	"%"	4.6	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E06000047"	"I: Accommodation and food service activities"	"number"	10094	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E06000047"	"I: Accommodation and food service activities"	"%"	4.5	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E06000047"	"J: Information and communication"	"number"	5391	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E06000047"	"J: Information and communication"	"%"	2.4	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E06000047"	"K: Financial and insurance activities"	"number"	3926	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E06000047"	"K: Financial and insurance activities"	"%"	1.8	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E06000047"	"L: Real estate activities"	"number"	2978	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E06000047"	"L: Real estate activities"	"%"	1.3	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E06000047"	"M: Professional, scientific and technical activities"	"number"	8805	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E06000047"	"M: Professional, scientific and technical activities"	"%"	4.0	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E06000047"	"N: Administrative and support service activities"	"number"	9727	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E06000047"	"N: Administrative and support service activities"	"%"	4.4	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E06000047"	"O: Public administration and defence; compulsory social security"	"number"	20085	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E06000047"	"O: Public administration and defence; compulsory social security"	"%"	9.0	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E06000047"	"P: Education"	"number"	24092	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E06000047"	"P: Education"	"%"	10.8	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E06000047"	"Q: Human health and social work activities"	"number"	33805	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E06000047"	"Q: Human health and social work activities"	"%"	15.2	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E06000047"	"R, S, T, U Other"	"number"	8978	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E06000047"	"R, S, T, U Other"	"%"	4.0	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E06000057"	"Total: All usual residents aged 16 years and over in employment the week before the census"	"number"	140780	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E06000057"	"Total: All usual residents aged 16 years and over in employment the week before the census"	"%"	100.0	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E06000057"	"A: Agriculture, Forestry and fishing"	"number"	3830	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E06000057"	"A: Agriculture, Forestry and fishing"	"%"	2.7	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E06000057"	"B: Mining and quarrying"	"number"	810	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E06000057"	"B: Mining and quarrying"	"%"	0.6	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E06000057"	"C: Manufacturing"	"number"	10802	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E06000057"	"C: Manufacturing"	"%"	7.7	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E06000057"	"D: Electricity, gas, steam and air conditioning supply"	"number"	1130	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E06000057"	"D: Electricity, gas, steam and air conditioning supply"	"%"	0.8	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E06000057"	"E:  Water supply; Sewerage, Waste management and Remediation activities"	"number"	1069	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E06000057"	"E:  Water supply; Sewerage, Waste management and Remediation activities"	"%"	0.8	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E06000057"	"F: Construction"	"number"	12174	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E06000057"	"F: Construction"	"%"	8.6	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E06000057"	"G: Wholesale and retail trade; repair of motor vehicles and motorcycles"	"number"	19466	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E06000057"	"G: Wholesale and retail trade; repair of motor vehicles and motorcycles"	"%"	13.8	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E06000057"	"H: Transport and storage"	"number"	5414	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E06000057"	"H: Transport and storage"	"%"	3.8	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E06000057"	"I: Accommodation and food service activities"	"number"	7762	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E06000057"	"I: Accommodation and food service activities"	"%"	5.5	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E06000057"	"J: Information and communication"	"number"	4438	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E06000057"	"J: Information and communication"	"%"	3.2	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E06000057"	"K: Financial and insurance activities"	"number"	3032	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E06000057"	"K: Financial and insurance activities"	"%"	2.2	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E06000057"	"L: Real estate activities"	"number"	2274	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E06000057"	"L: Real estate activities"	"%"	1.6	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E06000057"	"M: Professional, scientific and technical activities"	"number"	7282	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E06000057"	"M: Professional, scientific and technical activities"	"%"	5.2	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E06000057"	"N: Administrative and support service activities"	"number"	6448	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E06000057"	"N: Administrative and support service activities"	"%"	4.6	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E06000057"	"O: Public administration and defence; compulsory social security"	"number"	11590	""
"All usual residents aged 16 years and over in employment the week before the census"	"Persons"	"2021"	"E06000057"	"O: Public administration and defence; compulsory social security"	"%"	8.2	""
